"Series ID","Industry","State"
"SMU26000006056000001","Administrative and Support and Waste Management and Remediation Services","Michigan"
"SMU26000006056130001","Employment Services","Michigan"
"SMU26000006056132001","Temporary Help Services","Michigan"
"SMU26000006056140001","Business Support Services","Michigan"
"SMU26000006056170001","Services to Buildings and Dwellings","Michigan"
"SMU26000006500000001","Education and Health Services","Michigan"
"SMU26000006561000001","Educational Services","Michigan"
"SMU26000006561110001","Elementary and Secondary Schools","Michigan"
"SMU26000006561130001","Colleges, Universities, and Professional Schools","Michigan"
"SMU26000006562000001","Health Care and Social Assistance","Michigan"
"SMU26000006562100001","Ambulatory Health Care Services","Michigan"
"SMU26000006562110001","Offices of Physicians","Michigan"
"SMU26000006562140001","Outpatient Care Centers","Michigan"
"SMU26000006562160001","Home Health Care Services","Michigan"
"SMU26000006562200001","Hospitals","Michigan"
"SMU26000006562210001","General Medical and Surgical Hospitals","Michigan"
"SMU26000006562300001","Nursing and Residential Care Facilities","Michigan"
"SMU26000006562310001","Nursing Care Facilities (Skilled Nursing Facilities)","Michigan"
"SMU26000006562400001","Social Assistance","Michigan"
"SMU26000006562410001","Individual and Family Services","Michigan"
"SMU26000007000000001","Leisure and Hospitality","Michigan"
"SMU26000007071000001","Arts, Entertainment, and Recreation","Michigan"
"SMU26000007071100001","Performing Arts, Spectator Sports, and Related Industries","Michigan"
"SMU26000007071300001","Amusement, Gambling, and Recreation Industries","Michigan"
"SMU26000007071390001","Other Amusement and Recreation Industries","Michigan"
"SMU26000007071394001","Fitness and Recreational Sports Centers","Michigan"
"SMU26000007072000001","Accommodation and Food Services","Michigan"
"SMU26000007072100001","Accommodation","Michigan"
"SMU26000007072112001","Casino Hotels","Michigan"
"SMU26000007072200001","Food Services and Drinking Places","Michigan"
"SMU26000007072250001","Restaurants and Other Eating Places","Michigan"
"SMU26000007072251101","Full-Service Restaurants","Michigan"
"SMU26000007072259001","Limited-Service Restaurants and Other Eating Places","Michigan"
"SMU26000008000000001","Other Services","Michigan"
"SMU26000008081100001","Repair and Maintenance","Michigan"
"SMU26000008081200001","Personal and Laundry Services","Michigan"
"SMU26000008081300001","Religious, Grantmaking, Civic, Professional, and Similar Organizations","Michigan"
"SMU26000009000000001","Government","Michigan"
"SMU26000009091000001","Federal Government","Michigan"
"SMU26000009091912001","U.S. Postal Service","Michigan"
"SMU26000009092000001","State Government","Michigan"
"SMU26000009092161101","State Government Educational Services","Michigan"
"SMU26000009092200001","State Government Excluding Education","Michigan"
"SMU26000009092262201","State Government Hospitals","Michigan"
"SMU26000009093000001","Local Government","Michigan"
"SMU26000009093161101","Local Government Educational Services","Michigan"
"SMU26000009093200001","Local Government excluding Educational Services","Michigan"
"SMU26000009093262201","Local Government Hospitals","Michigan"
"SMU15000000000000001","Total Nonfarm","Hawaii"
"SMU15000000500000001","Total Private","Hawaii"
"SMU15000000600000001","Goods Producing","Hawaii"
"SMU15000000700000001","Service-Providing","Hawaii"
"SMU15000000800000001","Private Service Providing","Hawaii"
"SMU15000001500000001","Mining, Logging and Construction","Hawaii"
"SMU15000002023600001","Construction of Buildings","Hawaii"
"SMU15000002023800001","Specialty Trade Contractors","Hawaii"
"SMU15000003000000001","Manufacturing","Hawaii"
"SMU15000003100000001","Durable Goods","Hawaii"
"SMU15000003200000001","Non-Durable Goods","Hawaii"
"SMU15000004000000001","Trade, Transportation, and Utilities","Hawaii"
"SMU15000004100000001","Wholesale Trade","Hawaii"
"SMU15000004200000001","Retail Trade","Hawaii"
"SMU15000004244500001","Food and Beverage Stores","Hawaii"
"SMU15000004244510001","Grocery Stores","Hawaii"
"SMU15000004244800001","Clothing and Clothing Accessories Stores","Hawaii"
"SMU15000004245200001","General Merchandise Stores","Hawaii"
"SMU15000004245220001","Department Stores","Hawaii"
"SMU15000004300000001","Transportation, Warehousing, and Utilities","Hawaii"
"SMU15000004322000001","Utilities","Hawaii"
"SMU15000004340008901","Transportation and Warehousing","Hawaii"
"SMU15000004348100001","Air Transportation","Hawaii"
"SMU15000005000000001","Information","Hawaii"
"SMU15000005051700001","Telecommunications","Hawaii"
"SMU15000005500000001","Financial Activities","Hawaii"
"SMU15000005552000001","Finance and Insurance","Hawaii"
"SMU15000005553000001","Real Estate and Rental and Leasing","Hawaii"
"SMU15000006000000001","Professional and Business Services","Hawaii"
"SMU15000006054000001","Professional, Scientific, and Technical Services","Hawaii"
"SMU15000006055000001","Management of Companies and Enterprises","Hawaii"
"SMU15000006056000001","Administrative and Support and Waste Management and Remediation Services","Hawaii"
"SMU15000006056130001","Employment Services","Hawaii"
"SMU15000006500000001","Education and Health Services","Hawaii"
"SMU15000006561000001","Educational Services","Hawaii"
"SMU15000006561110001","Elementary and Secondary Schools","Hawaii"
"SMU15000006562000001","Health Care and Social Assistance","Hawaii"
"SMU15000006562100001","Ambulatory Health Care Services","Hawaii"
"SMU15000006562200001","Hospitals","Hawaii"
"SMU15000006562300001","Nursing and Residential Care Facilities","Hawaii"
"SMU15000006562400001","Social Assistance","Hawaii"
"SMU15000007000000001","Leisure and Hospitality","Hawaii"
"SMU15000007071000001","Arts, Entertainment, and Recreation","Hawaii"
"SMU15000007072000001","Accommodation and Food Services","Hawaii"
"SMU15000007072100001","Accommodation","Hawaii"
"SMU15000007072200001","Food Services and Drinking Places","Hawaii"
"SMU15000007072251101","Full-Service Restaurants","Hawaii"
"SMU15000008000000001","Other Services","Hawaii"
"SMU15000009000000001","Government","Hawaii"
"SMU15000009091000001","Federal Government","Hawaii"
"SMU15000009092000001","State Government","Hawaii"
"SMU15000009092161101","State Government Educational Services","Hawaii"
"SMU15000009092200001","State Government Excluding Education","Hawaii"
"SMU15000009093000001","Local Government","Hawaii"
"SMU47000000000000001","Total Nonfarm","Tennessee"
"SMU47000000500000001","Total Private","Tennessee"
"SMU47000000600000001","Goods Producing","Tennessee"
"SMU47000000700000001","Service-Providing","Tennessee"
"SMU47000000800000001","Private Service Providing","Tennessee"
"SMU47000001000000001","Mining and Logging","Tennessee"
"SMU47000001500000001","Mining, Logging and Construction","Tennessee"
"SMU47000002000000001","Construction","Tennessee"
"SMU47000002023600001","Construction of Buildings","Tennessee"
"SMU47000002023700001","Heavy and Civil Engineering Construction","Tennessee"
"SMU47000002023800001","Specialty Trade Contractors","Tennessee"
"SMU47000003000000001","Manufacturing","Tennessee"
"SMU47000003100000001","Durable Goods","Tennessee"
"SMU47000003132100001","Wood Product Manufacturing","Tennessee"
"SMU47000003132700001","Nonmetallic Mineral Product Manufacturing","Tennessee"
"SMU47000003133100001","Primary Metal Manufacturing","Tennessee"
"SMU47000003133200001","Fabricated Metal Product Manufacturing","Tennessee"
"SMU47000003133300001","Machinery Manufacturing","Tennessee"
"SMU47000003133400001","Computer and Electronic Product Manufacturing","Tennessee"
"SMU47000003133500001","Electrical Equipment, Appliance, and Component Manufacturing","Tennessee"
"SMU47000003133600001","Transportation Equipment Manufacturing","Tennessee"
"SMU47000003133700001","Furniture and Related Product Manufacturing","Tennessee"
"SMU47000003133900001","Miscellaneous durable goods manufacturing","Tennessee"
"SMU47000003200000001","Non-Durable Goods","Tennessee"
"SMU47000003231100001","Food Manufacturing","Tennessee"
"SMU47000003231200001","Beverage and Tobacco Product Manufacturing","Tennessee"
"SMU47000003232200001","Paper Manufacturing","Tennessee"
"SMU47000003232300001","Printing and Related Support Activities","Tennessee"
"SMU47000003232500001","Chemical Manufacturing","Tennessee"
"SMU47000003232600001","Plastics and Rubber Products Manufacturing","Tennessee"
"SMU47000004000000001","Trade, Transportation, and Utilities","Tennessee"
"SMU47000004100000001","Wholesale Trade","Tennessee"
"SMU47000004142300001","Merchant Wholesalers, Durable Goods","Tennessee"
"SMU47000004142400001","Merchant Wholesalers, Nondurable Goods","Tennessee"
"SMU47000004142500001","Wholesale Electronic Markets and Agents and Brokers","Tennessee"
"SMU47000004200000001","Retail Trade","Tennessee"
"SMU47000004244100001","Motor Vehicle and Parts Dealers","Tennessee"
"SMU47000004244200001","Furniture and Home Furnishings Stores","Tennessee"
"SMU47000004244400001","Building Material and Garden Equipment and Supplies Dealers","Tennessee"
"SMU47000004244500001","Food and Beverage Stores","Tennessee"
"SMU47000004244600001","Health and Personal Care Stores","Tennessee"
"SMU47000004244700001","Gasoline Stations","Tennessee"
"SMU47000004244800001","Clothing and Clothing Accessories Stores","Tennessee"
"SMU47000004245100001","Sporting Goods, Hobby, Musical Instrument, and Book Stores","Tennessee"
"SMU47000004245200001","General Merchandise Stores","Tennessee"
"SMU47000004245300001","Miscellaneous Store Retailers","Tennessee"
"SMU47000004245400001","Nonstore Retailers","Tennessee"
"SMU47000004300000001","Transportation, Warehousing, and Utilities","Tennessee"
"SMU47000004322000001","Utilities","Tennessee"
"SMU47000004340008901","Transportation and Warehousing","Tennessee"
"SMU47000004348400001","Truck Transportation","Tennessee"
"SMU47000005000000001","Information","Tennessee"
"SMU47000005500000001","Financial Activities","Tennessee"
"SMU47000005552000001","Finance and Insurance","Tennessee"
"SMU47000005553000001","Real Estate and Rental and Leasing","Tennessee"
"SMU47000006000000001","Professional and Business Services","Tennessee"
"SMU47000006054000001","Professional, Scientific, and Technical Services","Tennessee"
"SMU47000006055000001","Management of Companies and Enterprises","Tennessee"
"SMU47000006056000001","Administrative and Support and Waste Management and Remediation Services","Tennessee"
"SMU47000006500000001","Education and Health Services","Tennessee"
"SMU47000006561000001","Educational Services","Tennessee"
"SMU47000006562000001","Health Care and Social Assistance","Tennessee"
"SMU47000006562100001","Ambulatory Health Care Services","Tennessee"
"SMU47000006562200001","Hospitals","Tennessee"
"SMU47000006562300001","Nursing and Residential Care Facilities","Tennessee"
"SMU47000006562400001","Social Assistance","Tennessee"
"SMU47000007000000001","Leisure and Hospitality","Tennessee"
"SMU47000007071000001","Arts, Entertainment, and Recreation","Tennessee"
"SMU47000007072000001","Accommodation and Food Services","Tennessee"
"SMU47000007072100001","Accommodation","Tennessee"
"SMU47000007072200001","Food Services and Drinking Places","Tennessee"
"SMU47000008000000001","Other Services","Tennessee"
"SMU47000009000000001","Government","Tennessee"
"SMU47000009091000001","Federal Government","Tennessee"
"SMU47000009092000001","State Government","Tennessee"
"SMU47000009092161101","State Government Educational Services","Tennessee"
"SMU47000009092200001","State Government Excluding Education","Tennessee"
"SMU47000009093000001","Local Government","Tennessee"
"SMU47000009093161101","Local Government Educational Services","Tennessee"
"SMU47000009093200001","Local Government excluding Educational Services","Tennessee"
"SMU05000000000000001","Total Nonfarm","Arkansas"
"SMU05000000500000001","Total Private","Arkansas"
"SMU05000000600000001","Goods Producing","Arkansas"
"SMU05000000700000001","Service-Providing","Arkansas"
"SMU05000000800000001","Private Service Providing","Arkansas"
"SMU05000001000000001","Mining and Logging","Arkansas"
"SMU05000001500000001","Mining, Logging and Construction","Arkansas"
"SMU05000002000000001","Construction","Arkansas"
"SMU05000002023800001","Specialty Trade Contractors","Arkansas"
"SMU05000003000000001","Manufacturing","Arkansas"
"SMU05000003100000001","Durable Goods","Arkansas"
"SMU05000003200000001","Non-Durable Goods","Arkansas"
"SMU05000004000000001","Trade, Transportation, and Utilities","Arkansas"
"SMU05000004100000001","Wholesale Trade","Arkansas"
"SMU05000004200000001","Retail Trade","Arkansas"
"SMU05000004300000001","Transportation, Warehousing, and Utilities","Arkansas"
"SMU05000005000000001","Information","Arkansas"
"SMU05000005500000001","Financial Activities","Arkansas"
"SMU05000005552000001","Finance and Insurance","Arkansas"
"SMU05000005553000001","Real Estate and Rental and Leasing","Arkansas"
"SMU05000006000000001","Professional and Business Services","Arkansas"
"SMU05000006054000001","Professional, Scientific, and Technical Services","Arkansas"
"SMU05000006055000001","Management of Companies and Enterprises","Arkansas"
"SMU05000006056000001","Administrative and Support and Waste Management and Remediation Services","Arkansas"
"SMU05000006500000001","Education and Health Services","Arkansas"
"SMU05000006561000001","Educational Services","Arkansas"
"SMU05000006562000001","Health Care and Social Assistance","Arkansas"
"SMU05000006562100001","Ambulatory Health Care Services","Arkansas"
"SMU05000006562400001","Social Assistance","Arkansas"
"SMU05000007000000001","Leisure and Hospitality","Arkansas"
"SMU05000007071000001","Arts, Entertainment, and Recreation","Arkansas"
"SMU05000007072000001","Accommodation and Food Services","Arkansas"
"SMU05000007072100001","Accommodation","Arkansas"
"SMU05000007072200001","Food Services and Drinking Places","Arkansas"
"SMU05000008000000001","Other Services","Arkansas"
"SMU05000009000000001","Government","Arkansas"
"SMU05000009091000001","Federal Government","Arkansas"
"SMU05000009092000001","State Government","Arkansas"
"SMU05000009092161101","State Government Educational Services","Arkansas"
"SMU05000009092200001","State Government Excluding Education","Arkansas"
"SMU05000009093000001","Local Government","Arkansas"
"SMU05000009093161101","Local Government Educational Services","Arkansas"
"SMU05000009093200001","Local Government excluding Educational Services","Arkansas"
"SMU39000000000000001","Total Nonfarm","Ohio"
"SMU39000000500000001","Total Private","Ohio"
"SMU39000000600000001","Goods Producing","Ohio"
"SMU39000000700000001","Service-Providing","Ohio"
"SMU39000000800000001","Private Service Providing","Ohio"
"SMU39000001000000001","Mining and Logging","Ohio"
"SMU39000001500000001","Mining, Logging and Construction","Ohio"
"SMU39000002000000001","Construction","Ohio"
"SMU39000002023600001","Construction of Buildings","Ohio"
"SMU39000002023620001","Nonresidential Building Construction","Ohio"
"SMU39000002023700001","Heavy and Civil Engineering Construction","Ohio"
"SMU39000002023800001","Specialty Trade Contractors","Ohio"
"SMU39000003000000001","Manufacturing","Ohio"
"SMU39000003100000001","Durable Goods","Ohio"
"SMU39000003132700001","Nonmetallic Mineral Product Manufacturing","Ohio"
"SMU39000003133100001","Primary Metal Manufacturing","Ohio"
"SMU39000003133200001","Fabricated Metal Product Manufacturing","Ohio"
"SMU39000003133270001","Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing","Ohio"
"SMU39000003133300001","Machinery Manufacturing","Ohio"
"SMU39000003133350001","Metalworking Machinery Manufacturing","Ohio"
"SMU39000003133400001","Computer and Electronic Product Manufacturing","Ohio"
"SMU39000003133500001","Electrical Equipment, Appliance, and Component Manufacturing","Ohio"
"SMU39000003133520001","Household Appliance Manufacturing","Ohio"
"SMU39000003133600001","Transportation Equipment Manufacturing","Ohio"
"SMU39000003133610001","Motor Vehicle Manufacturing","Ohio"
"SMU39000003133630001","Motor Vehicle Parts Manufacturing","Ohio"
"SMU39000003133640001","Aerospace Product and Parts Manufacturing","Ohio"
"SMU39000003133700001","Furniture and Related Product Manufacturing","Ohio"
"SMU39000003200000001","Non-Durable Goods","Ohio"
"SMU39000003231100001","Food Manufacturing","Ohio"
"SMU39000003232300001","Printing and Related Support Activities","Ohio"
"SMU39000003232500001","Chemical Manufacturing","Ohio"
"SMU39000003232600001","Plastics and Rubber Products Manufacturing","Ohio"
"SMU39000003232610001","Plastics Product Manufacturing","Ohio"
"SMU39000003232620001","Rubber Product Manufacturing","Ohio"
"SMU39000004000000001","Trade, Transportation, and Utilities","Ohio"
"SMU39000004100000001","Wholesale Trade","Ohio"
"SMU39000004142300001","Merchant Wholesalers, Durable Goods","Ohio"
"SMU39000004142340001","Professional and Commercial Equipment and Supplies Merchant Wholesalers","Ohio"
"SMU39000004142380001","Machinery, Equipment, and Supplies Merchant Wholesalers","Ohio"
"SMU39000004142400001","Merchant Wholesalers, Nondurable Goods","Ohio"
"SMU39000004200000001","Retail Trade","Ohio"
"SMU39000004244100001","Motor Vehicle and Parts Dealers","Ohio"
"SMU39000004244110001","Automobile Dealers","Ohio"
"SMU39000004244200001","Furniture and Home Furnishings Stores","Ohio"
"SMU39000004244400001","Building Material and Garden Equipment and Supplies Dealers","Ohio"
"SMU39000004244410001","Building Material and Supplies Dealers","Ohio"
"SMU39000004244500001","Food and Beverage Stores","Ohio"
"SMU39000004244510001","Grocery Stores","Ohio"
"SMU39000004244600001","Health and Personal Care Stores","Ohio"
"SMU39000004244700001","Gasoline Stations","Ohio"
"SMU39000004244800001","Clothing and Clothing Accessories Stores","Ohio"
"SMU39000004245200001","General Merchandise Stores","Ohio"
"SMU39000004245300001","Miscellaneous Store Retailers","Ohio"
"SMU39000004300000001","Transportation, Warehousing, and Utilities","Ohio"
"SMU39000004322000001","Utilities","Ohio"
"SMU39000004340008901","Transportation and Warehousing","Ohio"
"SMU39000004348100001","Air Transportation","Ohio"
"SMU39000004348400001","Truck Transportation","Ohio"
"SMU39000005000000001","Information","Ohio"
"SMU39000005051100001","Publishing Industries (except Internet)","Ohio"
"SMU39000005051700001","Telecommunications","Ohio"
"SMU39000005500000001","Financial Activities","Ohio"
"SMU39000005552000001","Finance and Insurance","Ohio"
"SMU39000005552200001","Credit Intermediation and Related Activities including Monetary Authorities - Central Bank","Ohio"
"SMU39000005552210001","Depository Credit Intermediation including Monetary Authorities - Central Bank","Ohio"
"SMU39000005552400001","Insurance Carriers and Related Activities","Ohio"
"SMU39000005552410001","Insurance Carriers","Ohio"
"SMU39000005553000001","Real Estate and Rental and Leasing","Ohio"
"SMU39000006000000001","Professional and Business Services","Ohio"
"SMU39000006054000001","Professional, Scientific, and Technical Services","Ohio"
"SMU39000006054110001","Legal Services","Ohio"
"SMU39000006054120001","Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Ohio"
"SMU39000006054130001","Architectural, Engineering, and Related Services","Ohio"
"SMU39000006054150001","Computer Systems Design and Related Services","Ohio"
"SMU39000006054160001","Management, Scientific, and Technical Consulting Services","Ohio"
"SMU39000006054180001","Advertising, Public Relations, and Related Services","Ohio"
"SMU39000006055000001","Management of Companies and Enterprises","Ohio"
"SMU39000006056000001","Administrative and Support and Waste Management and Remediation Services","Ohio"
"SMU39000006056100001","Administrative and Support Services","Ohio"
"SMU39000006056130001","Employment Services","Ohio"
"SMU39000006056140001","Business Support Services","Ohio"
"SMU39000006056170001","Services to Buildings and Dwellings","Ohio"
"SMU39000006500000001","Education and Health Services","Ohio"
"SMU39000006561000001","Educational Services","Ohio"
"SMU39000006561130001","Colleges, Universities, and Professional Schools","Ohio"
"SMU39000006562000001","Health Care and Social Assistance","Ohio"
"SMU39000006562200001","Hospitals","Ohio"
"SMU39000006562300001","Nursing and Residential Care Facilities","Ohio"
"SMU39000006562400001","Social Assistance","Ohio"
"SMU39000007000000001","Leisure and Hospitality","Ohio"
"SMU39000007071000001","Arts, Entertainment, and Recreation","Ohio"
"SMU39000007071300001","Amusement, Gambling, and Recreation Industries","Ohio"
"SMU39000007072000001","Accommodation and Food Services","Ohio"
"SMU39000007072100001","Accommodation","Ohio"
"SMU39000007072200001","Food Services and Drinking Places","Ohio"
"SMU39000008000000001","Other Services","Ohio"
"SMU39000008081100001","Repair and Maintenance","Ohio"
"SMU39000008081200001","Personal and Laundry Services","Ohio"
"SMU39000008081300001","Religious, Grantmaking, Civic, Professional, and Similar Organizations","Ohio"
"SMU39000009000000001","Government","Ohio"
"SMU39000009091000001","Federal Government","Ohio"
"SMU39000009091912001","U.S. Postal Service","Ohio"
"SMU39000009092000001","State Government","Ohio"
"SMU39000009092161101","State Government Educational Services","Ohio"
"SMU39000009092200001","State Government Excluding Education","Ohio"
"SMU39000009093000001","Local Government","Ohio"
"SMU39000009093161101","Local Government Educational Services","Ohio"
"SMU39000009093200001","Local Government excluding Educational Services","Ohio"
"SMU39000009093262201","Local Government Hospitals","Ohio"
"SMU31000000000000001","Total Nonfarm","Nebraska"
"SMU31000000500000001","Total Private","Nebraska"
"SMU31000000600000001","Goods Producing","Nebraska"
"SMU31000000700000001","Service-Providing","Nebraska"
"SMU31000000800000001","Private Service Providing","Nebraska"
"SMU31000001000000001","Mining and Logging","Nebraska"
"SMU31000001500000001","Mining, Logging and Construction","Nebraska"
"SMU31000002000000001","Construction","Nebraska"
"SMU31000002023600001","Construction of Buildings","Nebraska"
"SMU31000002023700001","Heavy and Civil Engineering Construction","Nebraska"
"SMU31000002023800001","Specialty Trade Contractors","Nebraska"
"SMU31000002023820001","Building Equipment Contractors","Nebraska"
"SMU31000003000000001","Manufacturing","Nebraska"
"SMU31000003100000001","Durable Goods","Nebraska"
"SMU31000003133200001","Fabricated Metal Product Manufacturing","Nebraska"
"SMU31000003133300001","Machinery Manufacturing","Nebraska"
"SMU31000003133400001","Computer and Electronic Product Manufacturing","Nebraska"
"SMU31000003133600001","Transportation Equipment Manufacturing","Nebraska"
"SMU31000003133900001","Miscellaneous durable goods manufacturing","Nebraska"
"SMU31000003200000001","Non-Durable Goods","Nebraska"
"SMU31000003231100001","Food Manufacturing","Nebraska"
"SMU31000003231160001","Animal Slaughtering and Processing","Nebraska"
"SMU31000003232300001","Printing and Related Support Activities","Nebraska"
"SMU31000003232600001","Plastics and Rubber Products Manufacturing","Nebraska"
"SMU31000004000000001","Trade, Transportation, and Utilities","Nebraska"
"SMU31000004100000001","Wholesale Trade","Nebraska"
"SMU31000004142300001","Merchant Wholesalers, Durable Goods","Nebraska"
"SMU31000004142400001","Merchant Wholesalers, Nondurable Goods","Nebraska"
"SMU31000004200000001","Retail Trade","Nebraska"
"SMU31000004244100001","Motor Vehicle and Parts Dealers","Nebraska"
"SMU31000004244110001","Automobile Dealers","Nebraska"
"SMU31000004244400001","Building Material and Garden Equipment and Supplies Dealers","Nebraska"
"SMU31000004244500001","Food and Beverage Stores","Nebraska"
"SMU31000004244510001","Grocery Stores","Nebraska"
"SMU31000004244700001","Gasoline Stations","Nebraska"
"SMU31000004244800001","Clothing and Clothing Accessories Stores","Nebraska"
"SMU31000004245200001","General Merchandise Stores","Nebraska"
"SMU31000004245400001","Nonstore Retailers","Nebraska"
"SMU31000004300000001","Transportation, Warehousing, and Utilities","Nebraska"
"SMU31000004340008901","Transportation and Warehousing","Nebraska"
"SMU31000004348200001","Rail Transportation","Nebraska"
"SMU31000004348400001","Truck Transportation","Nebraska"
"SMU31000004348410001","General Freight Trucking","Nebraska"
"SMU31000004348420001","Specialized Freight Trucking","Nebraska"
"SMU31000005000000001","Information","Nebraska"
"SMU31000005500000001","Financial Activities","Nebraska"
"SMU31000005552000001","Finance and Insurance","Nebraska"
"SMU31000005552200001","Credit Intermediation and Related Activities including Monetary Authorities - Central Bank","Nebraska"
"SMU31000005552400001","Insurance Carriers and Related Activities","Nebraska"
"SMU31000005553000001","Real Estate and Rental and Leasing","Nebraska"
"SMU31000006000000001","Professional and Business Services","Nebraska"
"SMU31000006054000001","Professional, Scientific, and Technical Services","Nebraska"
"SMU31000006054120001","Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Nebraska"
"SMU31000006054130001","Architectural, Engineering, and Related Services","Nebraska"
"SMU31000006054150001","Computer Systems Design and Related Services","Nebraska"
"SMU31000006054190001","Other Professional, Scientific, and Technical Services","Nebraska"
"SMU31000006055000001","Management of Companies and Enterprises","Nebraska"
"SMU31000006056000001","Administrative and Support and Waste Management and Remediation Services","Nebraska"
"SMU31000006056130001","Employment Services","Nebraska"
"SMU31000006056140001","Business Support Services","Nebraska"
"SMU31000006056170001","Services to Buildings and Dwellings","Nebraska"
"SMU31000006500000001","Education and Health Services","Nebraska"
"SMU31000006561000001","Educational Services","Nebraska"
"SMU31000006562000001","Health Care and Social Assistance","Nebraska"
"SMU31000006562100001","Ambulatory Health Care Services","Nebraska"
"SMU31000006562110001","Offices of Physicians","Nebraska"
"SMU31000006562200001","Hospitals","Nebraska"
"SMU31000006562300001","Nursing and Residential Care Facilities","Nebraska"
"SMU31000006562400001","Social Assistance","Nebraska"
"SMU31000007000000001","Leisure and Hospitality","Nebraska"
"SMU31000007071000001","Arts, Entertainment, and Recreation","Nebraska"
"SMU31000007071300001","Amusement, Gambling, and Recreation Industries","Nebraska"
"SMU31000007072000001","Accommodation and Food Services","Nebraska"
"SMU31000007072100001","Accommodation","Nebraska"
"SMU31000007072200001","Food Services and Drinking Places","Nebraska"
"SMU31000007072240001","Drinking Places (Alcoholic Beverages)","Nebraska"
"SMU31000007072250001","Restaurants and Other Eating Places","Nebraska"
"SMU31000007072251101","Full-Service Restaurants","Nebraska"
"SMU31000007072259001","Limited-Service Restaurants and Other Eating Places","Nebraska"
"SMU31000008000000001","Other Services","Nebraska"
"SMU31000008081100001","Repair and Maintenance","Nebraska"
"SMU31000008081200001","Personal and Laundry Services","Nebraska"
"SMU31000008081300001","Religious, Grantmaking, Civic, Professional, and Similar Organizations","Nebraska"
"SMU31000009000000001","Government","Nebraska"
"SMU31000009091000001","Federal Government","Nebraska"
"SMU31000009092000001","State Government","Nebraska"
"SMU31000009092161101","State Government Educational Services","Nebraska"
"SMU31000009092200001","State Government Excluding Education","Nebraska"
"SMU31000009093000001","Local Government","Nebraska"
"SMU31000009093161101","Local Government Educational Services","Nebraska"
"SMU31000009093200001","Local Government excluding Educational Services","Nebraska"
"SMU46000000000000001","Total Nonfarm","South Dakota"
"SMU46000000500000001","Total Private","South Dakota"
"SMU46000000600000001","Goods Producing","South Dakota"
"SMU46000000700000001","Service-Providing","South Dakota"
"SMU46000000800000001","Private Service Providing","South Dakota"
"SMU46000001000000001","Mining and Logging","South Dakota"
"SMU46000001500000001","Mining, Logging and Construction","South Dakota"
"SMU46000002000000001","Construction","South Dakota"
"SMU46000002023600001","Construction of Buildings","South Dakota"
"SMU46000002023700001","Heavy and Civil Engineering Construction","South Dakota"
"SMU46000002023800001","Specialty Trade Contractors","South Dakota"
"SMU46000003000000001","Manufacturing","South Dakota"
"SMU46000003100000001","Durable Goods","South Dakota"
"SMU46000003200000001","Non-Durable Goods","South Dakota"
"SMU46000004000000001","Trade, Transportation, and Utilities","South Dakota"
"SMU46000004100000001","Wholesale Trade","South Dakota"
"SMU46000004200000001","Retail Trade","South Dakota"
"SMU46000004300000001","Transportation, Warehousing, and Utilities","South Dakota"
"SMU46000005000000001","Information","South Dakota"
"SMU46000005500000001","Financial Activities","South Dakota"
"SMU46000006000000001","Professional and Business Services","South Dakota"
"SMU46000006500000001","Education and Health Services","South Dakota"
"SMU46000006561000001","Educational Services","South Dakota"
"SMU46000006562000001","Health Care and Social Assistance","South Dakota"
"SMU46000006562200001","Hospitals","South Dakota"
"SMU46000007000000001","Leisure and Hospitality","South Dakota"
"SMU46000008000000001","Other Services","South Dakota"
"SMU46000009000000001","Government","South Dakota"
"SMU46000009091000001","Federal Government","South Dakota"
"SMU46000009092000001","State Government","South Dakota"
"SMU46000009092161101","State Government Educational Services","South Dakota"
"SMU46000009092200001","State Government Excluding Education","South Dakota"
"SMU46000009093000001","Local Government","South Dakota"
"SMU46000009093161101","Local Government Educational Services","South Dakota"
"SMU46000009093200001","Local Government excluding Educational Services","South Dakota"
"SMU30000000000000001","Total Nonfarm","Montana"
"SMU30000000500000001","Total Private","Montana"
"SMU30000000600000001","Goods Producing","Montana"
"SMU30000000700000001","Service-Providing","Montana"
"SMU30000000800000001","Private Service Providing","Montana"
"SMU30000001000000001","Mining and Logging","Montana"
"SMU30000001021000001","Mining, Quarrying, and Oil and Gas Extraction","Montana"
"SMU30000001021200001","Mining (except Oil and Gas)","Montana"
"SMU30000001500000001","Mining, Logging and Construction","Montana"
"SMU30000002000000001","Construction","Montana"
"SMU30000002023600001","Construction of Buildings","Montana"
"SMU30000002023700001","Heavy and Civil Engineering Construction","Montana"
"SMU30000002023800001","Specialty Trade Contractors","Montana"
"SMU30000003000000001","Manufacturing","Montana"
"SMU30000003100000001","Durable Goods","Montana"
"SMU30000003132100001","Wood Product Manufacturing","Montana"
"SMU30000003200000001","Non-Durable Goods","Montana"
"SMU30000004000000001","Trade, Transportation, and Utilities","Montana"
"SMU30000004100000001","Wholesale Trade","Montana"
"SMU30000004142300001","Merchant Wholesalers, Durable Goods","Montana"
"SMU30000004142400001","Merchant Wholesalers, Nondurable Goods","Montana"
"SMU30000004200000001","Retail Trade","Montana"
"SMU30000004244100001","Motor Vehicle and Parts Dealers","Montana"
