"Series ID","Industry","State"
"SMS46000006000000001","Professional and Business Services","South Dakota"
"SMS46000006500000001","Education and Health Services","South Dakota"
"SMS46000006561000001","Educational Services","South Dakota"
"SMS46000006562000001","Health Care and Social Assistance","South Dakota"
"SMS46000007000000001","Leisure and Hospitality","South Dakota"
"SMS46000008000000001","Other Services","South Dakota"
"SMS46000009000000001","Government","South Dakota"
"SMS46000009091000001","Federal Government","South Dakota"
"SMS46000009092000001","State Government","South Dakota"
"SMS46000009093000001","Local Government","South Dakota"
"SMS30000000000000001","Total Nonfarm","Montana"
"SMS30000000500000001","Total Private","Montana"
"SMS30000000600000001","Goods Producing","Montana"
"SMS30000000700000001","Service-Providing","Montana"
"SMS30000000800000001","Private Service Providing","Montana"
"SMS30000001000000001","Mining and Logging","Montana"
"SMS30000001500000001","Mining, Logging and Construction","Montana"
"SMS30000002000000001","Construction","Montana"
"SMS30000003000000001","Manufacturing","Montana"
"SMS30000003100000001","Durable Goods","Montana"
"SMS30000003200000001","Non-Durable Goods","Montana"
"SMS30000004000000001","Trade, Transportation, and Utilities","Montana"
"SMS30000004100000001","Wholesale Trade","Montana"
"SMS30000004200000001","Retail Trade","Montana"
"SMS30000004300000001","Transportation, Warehousing, and Utilities","Montana"
"SMS30000005000000001","Information","Montana"
"SMS30000005500000001","Financial Activities","Montana"
"SMS30000005553000001","Real Estate and Rental and Leasing","Montana"
"SMS30000006000000001","Professional and Business Services","Montana"
"SMS30000006054000001","Professional, Scientific, and Technical Services","Montana"
"SMS30000006056000001","Administrative and Support and Waste Management and Remediation Services","Montana"
"SMS30000006500000001","Education and Health Services","Montana"
"SMS30000006562000001","Health Care and Social Assistance","Montana"
"SMS30000007000000001","Leisure and Hospitality","Montana"
"SMS30000007071000001","Arts, Entertainment, and Recreation","Montana"
"SMS30000007072000001","Accommodation and Food Services","Montana"
"SMS30000008000000001","Other Services","Montana"
"SMS30000009000000001","Government","Montana"
"SMS30000009091000001","Federal Government","Montana"
"SMS30000009092000001","State Government","Montana"
"SMS30000009093000001","Local Government","Montana"
"SMS18000000000000001","Total Nonfarm","Indiana"
"SMS18000000500000001","Total Private","Indiana"
"SMS18000000600000001","Goods Producing","Indiana"
"SMS18000000700000001","Service-Providing","Indiana"
"SMS18000000800000001","Private Service Providing","Indiana"
"SMS18000001000000001","Mining and Logging","Indiana"
"SMS18000001500000001","Mining, Logging and Construction","Indiana"
"SMS18000002000000001","Construction","Indiana"
"SMS18000003000000001","Manufacturing","Indiana"
"SMS18000003100000001","Durable Goods","Indiana"
"SMS18000003200000001","Non-Durable Goods","Indiana"
"SMS18000004000000001","Trade, Transportation, and Utilities","Indiana"
"SMS18000004100000001","Wholesale Trade","Indiana"
"SMS18000004200000001","Retail Trade","Indiana"
"SMS18000004300000001","Transportation, Warehousing, and Utilities","Indiana"
"SMS18000005000000001","Information","Indiana"
"SMS18000005500000001","Financial Activities","Indiana"
"SMS18000005552000001","Finance and Insurance","Indiana"
"SMS18000005553000001","Real Estate and Rental and Leasing","Indiana"
"SMS18000006000000001","Professional and Business Services","Indiana"
"SMS18000006054000001","Professional, Scientific, and Technical Services","Indiana"
"SMS18000006055000001","Management of Companies and Enterprises","Indiana"
"SMS18000006056000001","Administrative and Support and Waste Management and Remediation Services","Indiana"
"SMS18000006500000001","Education and Health Services","Indiana"
"SMS18000006561000001","Educational Services","Indiana"
"SMS18000006562000001","Health Care and Social Assistance","Indiana"
"SMS18000007000000001","Leisure and Hospitality","Indiana"
"SMS18000007071000001","Arts, Entertainment, and Recreation","Indiana"
"SMS18000007072000001","Accommodation and Food Services","Indiana"
"SMS18000008000000001","Other Services","Indiana"
"SMS18000009000000001","Government","Indiana"
"SMS18000009091000001","Federal Government","Indiana"
"SMS18000009092000001","State Government","Indiana"
"SMS18000009093000001","Local Government","Indiana"
"SMS36000000000000001","Total Nonfarm","New York"
"SMS36000000500000001","Total Private","New York"
"SMS36000000600000001","Goods Producing","New York"
"SMS36000000700000001","Service-Providing","New York"
"SMS36000000800000001","Private Service Providing","New York"
"SMS36000001000000001","Mining and Logging","New York"
"SMS36000001500000001","Mining, Logging and Construction","New York"
"SMS36000002000000001","Construction","New York"
"SMS36000003000000001","Manufacturing","New York"
"SMS36000003100000001","Durable Goods","New York"
"SMS36000003200000001","Non-Durable Goods","New York"
"SMS36000004000000001","Trade, Transportation, and Utilities","New York"
"SMS36000004100000001","Wholesale Trade","New York"
"SMS36000004200000001","Retail Trade","New York"
"SMS36000004300000001","Transportation, Warehousing, and Utilities","New York"
"SMS36000005000000001","Information","New York"
"SMS36000005500000001","Financial Activities","New York"
"SMS36000005552000001","Finance and Insurance","New York"
"SMS36000005553000001","Real Estate and Rental and Leasing","New York"
"SMS36000006000000001","Professional and Business Services","New York"
"SMS36000006054000001","Professional, Scientific, and Technical Services","New York"
"SMS36000006055000001","Management of Companies and Enterprises","New York"
"SMS36000006056000001","Administrative and Support and Waste Management and Remediation Services","New York"
"SMS36000006500000001","Education and Health Services","New York"
"SMS36000006561000001","Educational Services","New York"
"SMS36000006562000001","Health Care and Social Assistance","New York"
"SMS36000007000000001","Leisure and Hospitality","New York"
"SMS36000007071000001","Arts, Entertainment, and Recreation","New York"
"SMS36000007072000001","Accommodation and Food Services","New York"
"SMS36000008000000001","Other Services","New York"
"SMS36000009000000001","Government","New York"
"SMS36000009091000001","Federal Government","New York"
"SMS36000009092000001","State Government","New York"
"SMS36000009093000001","Local Government","New York"
"SMS54000000000000001","Total Nonfarm","West Virginia"
"SMS54000000500000001","Total Private","West Virginia"
"SMS54000000600000001","Goods Producing","West Virginia"
"SMS54000000700000001","Service-Providing","West Virginia"
"SMS54000000800000001","Private Service Providing","West Virginia"
"SMS54000001000000001","Mining and Logging","West Virginia"
"SMS54000001500000001","Mining, Logging and Construction","West Virginia"
"SMS54000002000000001","Construction","West Virginia"
"SMS54000003000000001","Manufacturing","West Virginia"
"SMS54000003100000001","Durable Goods","West Virginia"
"SMS54000003200000001","Non-Durable Goods","West Virginia"
"SMS54000004000000001","Trade, Transportation, and Utilities","West Virginia"
"SMS54000004100000001","Wholesale Trade","West Virginia"
"SMS54000004200000001","Retail Trade","West Virginia"
"SMS54000004300000001","Transportation, Warehousing, and Utilities","West Virginia"
"SMS54000005000000001","Information","West Virginia"
"SMS54000005500000001","Financial Activities","West Virginia"
"SMS54000005552000001","Finance and Insurance","West Virginia"
"SMS54000005553000001","Real Estate and Rental and Leasing","West Virginia"
"SMS54000006000000001","Professional and Business Services","West Virginia"
"SMS54000006054000001","Professional, Scientific, and Technical Services","West Virginia"
"SMS54000006055000001","Management of Companies and Enterprises","West Virginia"
"SMS54000006056000001","Administrative and Support and Waste Management and Remediation Services","West Virginia"
"SMS54000006500000001","Education and Health Services","West Virginia"
"SMS54000006561000001","Educational Services","West Virginia"
"SMS54000006562000001","Health Care and Social Assistance","West Virginia"
"SMS54000007000000001","Leisure and Hospitality","West Virginia"
"SMS54000007071000001","Arts, Entertainment, and Recreation","West Virginia"
"SMS54000007072000001","Accommodation and Food Services","West Virginia"
"SMS54000008000000001","Other Services","West Virginia"
"SMS54000009000000001","Government","West Virginia"
"SMS54000009091000001","Federal Government","West Virginia"
"SMS54000009092000001","State Government","West Virginia"
"SMS54000009093000001","Local Government","West Virginia"
"SMS28000000000000001","Total Nonfarm","Mississippi"
"SMS28000000500000001","Total Private","Mississippi"
"SMS28000000600000001","Goods Producing","Mississippi"
"SMS28000000700000001","Service-Providing","Mississippi"
"SMS28000000800000001","Private Service Providing","Mississippi"
"SMS28000001000000001","Mining and Logging","Mississippi"
"SMS28000001500000001","Mining, Logging and Construction","Mississippi"
"SMS28000002000000001","Construction","Mississippi"
"SMS28000003000000001","Manufacturing","Mississippi"
"SMS28000003100000001","Durable Goods","Mississippi"
"SMS28000003200000001","Non-Durable Goods","Mississippi"
"SMS28000004000000001","Trade, Transportation, and Utilities","Mississippi"
"SMS28000004100000001","Wholesale Trade","Mississippi"
"SMS28000004200000001","Retail Trade","Mississippi"
"SMS28000004300000001","Transportation, Warehousing, and Utilities","Mississippi"
"SMS28000005000000001","Information","Mississippi"
"SMS28000005500000001","Financial Activities","Mississippi"
"SMS28000005552000001","Finance and Insurance","Mississippi"
"SMS28000005553000001","Real Estate and Rental and Leasing","Mississippi"
"SMS28000006000000001","Professional and Business Services","Mississippi"
"SMS28000006054000001","Professional, Scientific, and Technical Services","Mississippi"
"SMS28000006055000001","Management of Companies and Enterprises","Mississippi"
"SMS28000006056000001","Administrative and Support and Waste Management and Remediation Services","Mississippi"
"SMS28000006500000001","Education and Health Services","Mississippi"
"SMS28000006561000001","Educational Services","Mississippi"
"SMS28000006562000001","Health Care and Social Assistance","Mississippi"
"SMS28000007000000001","Leisure and Hospitality","Mississippi"
"SMS28000007071000001","Arts, Entertainment, and Recreation","Mississippi"
"SMS28000007072000001","Accommodation and Food Services","Mississippi"
"SMS28000008000000001","Other Services","Mississippi"
"SMS28000009000000001","Government","Mississippi"
"SMS28000009091000001","Federal Government","Mississippi"
"SMS28000009092000001","State Government","Mississippi"
"SMS28000009093000001","Local Government","Mississippi"
"SMS33000000000000001","Total Nonfarm","New Hampshire"
"SMS33000000500000001","Total Private","New Hampshire"
"SMS33000000600000001","Goods Producing","New Hampshire"
"SMS33000000700000001","Service-Providing","New Hampshire"
"SMS33000000800000001","Private Service Providing","New Hampshire"
"SMS33000001000000001","Mining and Logging","New Hampshire"
"SMS33000001500000001","Mining, Logging and Construction","New Hampshire"
"SMS33000002000000001","Construction","New Hampshire"
"SMS33000003000000001","Manufacturing","New Hampshire"
"SMS33000003100000001","Durable Goods","New Hampshire"
"SMS33000003200000001","Non-Durable Goods","New Hampshire"
"SMS33000004000000001","Trade, Transportation, and Utilities","New Hampshire"
"SMS33000004100000001","Wholesale Trade","New Hampshire"
"SMS33000004200000001","Retail Trade","New Hampshire"
"SMS33000004300000001","Transportation, Warehousing, and Utilities","New Hampshire"
"SMS33000005000000001","Information","New Hampshire"
"SMS33000005500000001","Financial Activities","New Hampshire"
"SMS33000005552000001","Finance and Insurance","New Hampshire"
"SMS33000005553000001","Real Estate and Rental and Leasing","New Hampshire"
"SMS33000006000000001","Professional and Business Services","New Hampshire"
"SMS33000006054000001","Professional, Scientific, and Technical Services","New Hampshire"
"SMS33000006055000001","Management of Companies and Enterprises","New Hampshire"
"SMS33000006056000001","Administrative and Support and Waste Management and Remediation Services","New Hampshire"
"SMS33000006500000001","Education and Health Services","New Hampshire"
"SMS33000006561000001","Educational Services","New Hampshire"
"SMS33000006562000001","Health Care and Social Assistance","New Hampshire"
"SMS33000007000000001","Leisure and Hospitality","New Hampshire"
"SMS33000007071000001","Arts, Entertainment, and Recreation","New Hampshire"
"SMS33000007072000001","Accommodation and Food Services","New Hampshire"
"SMS33000008000000001","Other Services","New Hampshire"
"SMS33000009000000001","Government","New Hampshire"
"SMS33000009091000001","Federal Government","New Hampshire"
"SMS33000009092000001","State Government","New Hampshire"
"SMS33000009093000001","Local Government","New Hampshire"
"SMS09000000000000001","Total Nonfarm","Connecticut"
"SMS09000000500000001","Total Private","Connecticut"
"SMS09000000600000001","Goods Producing","Connecticut"
"SMS09000000700000001","Service-Providing","Connecticut"
"SMS09000000800000001","Private Service Providing","Connecticut"
"SMS09000001000000001","Mining and Logging","Connecticut"
"SMS09000001500000001","Mining, Logging and Construction","Connecticut"
"SMS09000002000000001","Construction","Connecticut"
"SMS09000003000000001","Manufacturing","Connecticut"
"SMS09000003100000001","Durable Goods","Connecticut"
"SMS09000003200000001","Non-Durable Goods","Connecticut"
"SMS09000004000000001","Trade, Transportation, and Utilities","Connecticut"
"SMS09000004100000001","Wholesale Trade","Connecticut"
"SMS09000004200000001","Retail Trade","Connecticut"
"SMS09000004300000001","Transportation, Warehousing, and Utilities","Connecticut"
"SMS09000005000000001","Information","Connecticut"
"SMS09000005500000001","Financial Activities","Connecticut"
"SMS09000005552000001","Finance and Insurance","Connecticut"
"SMS09000005553000001","Real Estate and Rental and Leasing","Connecticut"
"SMS09000006000000001","Professional and Business Services","Connecticut"
"SMS09000006054000001","Professional, Scientific, and Technical Services","Connecticut"
"SMS09000006055000001","Management of Companies and Enterprises","Connecticut"
"SMS09000006056000001","Administrative and Support and Waste Management and Remediation Services","Connecticut"
"SMS09000006500000001","Education and Health Services","Connecticut"
"SMS09000006561000001","Educational Services","Connecticut"
"SMS09000006562000001","Health Care and Social Assistance","Connecticut"
"SMS09000007000000001","Leisure and Hospitality","Connecticut"
"SMS09000007071000001","Arts, Entertainment, and Recreation","Connecticut"
"SMS09000007072000001","Accommodation and Food Services","Connecticut"
"SMS09000008000000001","Other Services","Connecticut"
"SMS09000009000000001","Government","Connecticut"
"SMS09000009091000001","Federal Government","Connecticut"
"SMS09000009092000001","State Government","Connecticut"
"SMS09000009093000001","Local Government","Connecticut"
"SMS40000000000000001","Total Nonfarm","Oklahoma"
"SMS40000000500000001","Total Private","Oklahoma"
"SMS40000000600000001","Goods Producing","Oklahoma"
"SMS40000000700000001","Service-Providing","Oklahoma"
"SMS40000000800000001","Private Service Providing","Oklahoma"
"SMS40000001000000001","Mining and Logging","Oklahoma"
"SMS40000001500000001","Mining, Logging and Construction","Oklahoma"
"SMS40000002000000001","Construction","Oklahoma"
"SMS40000003000000001","Manufacturing","Oklahoma"
"SMS40000003100000001","Durable Goods","Oklahoma"
"SMS40000003200000001","Non-Durable Goods","Oklahoma"
"SMS40000004000000001","Trade, Transportation, and Utilities","Oklahoma"
"SMS40000004100000001","Wholesale Trade","Oklahoma"
"SMS40000004200000001","Retail Trade","Oklahoma"
"SMS40000004300000001","Transportation, Warehousing, and Utilities","Oklahoma"
"SMS40000005000000001","Information","Oklahoma"
"SMS40000005500000001","Financial Activities","Oklahoma"
"SMS40000005552000001","Finance and Insurance","Oklahoma"
"SMS40000005553000001","Real Estate and Rental and Leasing","Oklahoma"
"SMS40000006000000001","Professional and Business Services","Oklahoma"
"SMS40000006054000001","Professional, Scientific, and Technical Services","Oklahoma"
"SMS40000006055000001","Management of Companies and Enterprises","Oklahoma"
"SMS40000006056000001","Administrative and Support and Waste Management and Remediation Services","Oklahoma"
"SMS40000006500000001","Education and Health Services","Oklahoma"
"SMS40000006561000001","Educational Services","Oklahoma"
"SMS40000006562000001","Health Care and Social Assistance","Oklahoma"
"SMS40000007000000001","Leisure and Hospitality","Oklahoma"
"SMS40000007071000001","Arts, Entertainment, and Recreation","Oklahoma"
"SMS40000007072000001","Accommodation and Food Services","Oklahoma"
"SMS40000008000000001","Other Services","Oklahoma"
"SMS40000009000000001","Government","Oklahoma"
"SMS40000009091000001","Federal Government","Oklahoma"
"SMS40000009092000001","State Government","Oklahoma"
"SMS40000009093000001","Local Government","Oklahoma"
"SMS38000000000000001","Total Nonfarm","North Dakota"
"SMS38000000500000001","Total Private","North Dakota"
"SMS38000000600000001","Goods Producing","North Dakota"
"SMS38000000700000001","Service-Providing","North Dakota"
"SMS38000000800000001","Private Service Providing","North Dakota"
"SMS38000001000000001","Mining and Logging","North Dakota"
"SMS38000001500000001","Mining, Logging and Construction","North Dakota"
"SMS38000002000000001","Construction","North Dakota"
"SMS38000003000000001","Manufacturing","North Dakota"
"SMS38000003100000001","Durable Goods","North Dakota"
"SMS38000003200000001","Non-Durable Goods","North Dakota"
"SMS38000004000000001","Trade, Transportation, and Utilities","North Dakota"
"SMS38000004100000001","Wholesale Trade","North Dakota"
"SMS38000004200000001","Retail Trade","North Dakota"
"SMS38000004300000001","Transportation, Warehousing, and Utilities","North Dakota"
"SMS38000005000000001","Information","North Dakota"
"SMS38000005500000001","Financial Activities","North Dakota"
"SMS38000005552000001","Finance and Insurance","North Dakota"
"SMS38000005553000001","Real Estate and Rental and Leasing","North Dakota"
"SMS38000006000000001","Professional and Business Services","North Dakota"
"SMS38000006054000001","Professional, Scientific, and Technical Services","North Dakota"
"SMS38000006055000001","Management of Companies and Enterprises","North Dakota"
"SMS38000006056000001","Administrative and Support and Waste Management and Remediation Services","North Dakota"
"SMS38000006500000001","Education and Health Services","North Dakota"
"SMS38000006561000001","Educational Services","North Dakota"
"SMS38000006562000001","Health Care and Social Assistance","North Dakota"
"SMS38000007000000001","Leisure and Hospitality","North Dakota"
"SMS38000007071000001","Arts, Entertainment, and Recreation","North Dakota"
"SMS38000007072000001","Accommodation and Food Services","North Dakota"
"SMS38000008000000001","Other Services","North Dakota"
"SMS38000009000000001","Government","North Dakota"
"SMS38000009091000001","Federal Government","North Dakota"
"SMS38000009092000001","State Government","North Dakota"
"SMS38000009093000001","Local Government","North Dakota"
"SMS08000000000000001","Total Nonfarm","Colorado"
"SMS08000000500000001","Total Private","Colorado"
"SMS08000000600000001","Goods Producing","Colorado"
"SMS08000000700000001","Service-Providing","Colorado"
"SMS08000000800000001","Private Service Providing","Colorado"
"SMS08000001000000001","Mining and Logging","Colorado"
"SMS08000001500000001","Mining, Logging and Construction","Colorado"
"SMS08000002000000001","Construction","Colorado"
"SMS08000003000000001","Manufacturing","Colorado"
"SMS08000003100000001","Durable Goods","Colorado"
"SMS08000003200000001","Non-Durable Goods","Colorado"
"SMS08000004000000001","Trade, Transportation, and Utilities","Colorado"
"SMS08000004100000001","Wholesale Trade","Colorado"
"SMS08000004200000001","Retail Trade","Colorado"
"SMS08000004300000001","Transportation, Warehousing, and Utilities","Colorado"
"SMS08000005000000001","Information","Colorado"
"SMS08000005500000001","Financial Activities","Colorado"
"SMS08000005552000001","Finance and Insurance","Colorado"
"SMS08000005553000001","Real Estate and Rental and Leasing","Colorado"
"SMS08000006000000001","Professional and Business Services","Colorado"
"SMS08000006054000001","Professional, Scientific, and Technical Services","Colorado"
"SMS08000006055000001","Management of Companies and Enterprises","Colorado"
"SMS08000006056000001","Administrative and Support and Waste Management and Remediation Services","Colorado"
"SMS08000006500000001","Education and Health Services","Colorado"
"SMS08000006561000001","Educational Services","Colorado"
"SMS08000006562000001","Health Care and Social Assistance","Colorado"
"SMS08000007000000001","Leisure and Hospitality","Colorado"
"SMS08000007071000001","Arts, Entertainment, and Recreation","Colorado"
"SMS08000007072000001","Accommodation and Food Services","Colorado"
"SMS08000008000000001","Other Services","Colorado"
"SMS08000009000000001","Government","Colorado"
"SMS08000009091000001","Federal Government","Colorado"
"SMS08000009092000001","State Government","Colorado"
"SMS08000009093000001","Local Government","Colorado"
"SMS23000000000000001","Total Nonfarm","Maine"
"SMS23000000500000001","Total Private","Maine"
"SMS23000000600000001","Goods Producing","Maine"
"SMS23000000700000001","Service-Providing","Maine"
"SMS23000000800000001","Private Service Providing","Maine"
"SMS23000001000000001","Mining and Logging","Maine"
"SMS23000001500000001","Mining, Logging and Construction","Maine"
"SMS23000002000000001","Construction","Maine"
"SMS23000003000000001","Manufacturing","Maine"
"SMS23000003100000001","Durable Goods","Maine"
"SMS23000003200000001","Non-Durable Goods","Maine"
"SMS23000004000000001","Trade, Transportation, and Utilities","Maine"
"SMS23000004100000001","Wholesale Trade","Maine"
"SMS23000004200000001","Retail Trade","Maine"
"SMS23000004300000001","Transportation, Warehousing, and Utilities","Maine"
"SMS23000005000000001","Information","Maine"
"SMS23000005500000001","Financial Activities","Maine"
"SMS23000005552000001","Finance and Insurance","Maine"
"SMS23000005553000001","Real Estate and Rental and Leasing","Maine"
"SMS23000006000000001","Professional and Business Services","Maine"
"SMS23000006054000001","Professional, Scientific, and Technical Services","Maine"
"SMS23000006055000001","Management of Companies and Enterprises","Maine"
"SMS23000006056000001","Administrative and Support and Waste Management and Remediation Services","Maine"
"SMS23000006500000001","Education and Health Services","Maine"
"SMS23000006561000001","Educational Services","Maine"
"SMS23000006562000001","Health Care and Social Assistance","Maine"
"SMS23000007000000001","Leisure and Hospitality","Maine"
"SMS23000007071000001","Arts, Entertainment, and Recreation","Maine"
"SMS23000007072000001","Accommodation and Food Services","Maine"
"SMS23000008000000001","Other Services","Maine"
"SMS23000009000000001","Government","Maine"
"SMS23000009091000001","Federal Government","Maine"
"SMS23000009092000001","State Government","Maine"
"SMS23000009093000001","Local Government","Maine"
"SMS78000000000000001","Total Nonfarm","Virgin Islands"
"SMS78000000500000001","Total Private","Virgin Islands"
"SMS78000000600000001","Goods Producing","Virgin Islands"
"SMS78000000700000001","Service-Providing","Virgin Islands"
"SMS78000000800000001","Private Service Providing","Virgin Islands"
"SMS78000001500000001","Mining, Logging and Construction","Virgin Islands"
"SMS78000004000000001","Trade, Transportation, and Utilities","Virgin Islands"
"SMS78000004200000001","Retail Trade","Virgin Islands"
"SMS78000004300000001","Transportation, Warehousing, and Utilities","Virgin Islands"
"SMS78000006500000001","Education and Health Services","Virgin Islands"
"SMS78000007000000001","Leisure and Hospitality","Virgin Islands"
"SMS78000007072000001","Accommodation and Food Services","Virgin Islands"
"SMS78000009000000001","Government","Virgin Islands"
"SMS78000009092000001","State Government","Virgin Islands"
"SMS72000000000000001","Total Nonfarm","Puerto Rico"
"SMS72000000500000001","Total Private","Puerto Rico"
"SMS72000000600000001","Goods Producing","Puerto Rico"
"SMS72000000700000001","Service-Providing","Puerto Rico"
"SMS72000000800000001","Private Service Providing","Puerto Rico"
"SMS72000001000000001","Mining and Logging","Puerto Rico"
"SMS72000001500000001","Mining, Logging and Construction","Puerto Rico"
"SMS72000002000000001","Construction","Puerto Rico"
"SMS72000003000000001","Manufacturing","Puerto Rico"
"SMS72000003100000001","Durable Goods","Puerto Rico"
"SMS72000003200000001","Non-Durable Goods","Puerto Rico"
"SMS72000004000000001","Trade, Transportation, and Utilities","Puerto Rico"
"SMS72000004100000001","Wholesale Trade","Puerto Rico"
"SMS72000004200000001","Retail Trade","Puerto Rico"
"SMS72000004300000001","Transportation, Warehousing, and Utilities","Puerto Rico"
"SMS72000005000000001","Information","Puerto Rico"
"SMS72000005500000001","Financial Activities","Puerto Rico"
"SMS72000005552000001","Finance and Insurance","Puerto Rico"
"SMS72000005553000001","Real Estate and Rental and Leasing","Puerto Rico"
"SMS72000006000000001","Professional and Business Services","Puerto Rico"
"SMS72000006054000001","Professional, Scientific, and Technical Services","Puerto Rico"
"SMS72000006056000001","Administrative and Support and Waste Management and Remediation Services","Puerto Rico"
"SMS72000006500000001","Education and Health Services","Puerto Rico"
"SMS72000006561000001","Educational Services","Puerto Rico"
"SMS72000006562000001","Health Care and Social Assistance","Puerto Rico"
"SMS72000007000000001","Leisure and Hospitality","Puerto Rico"
"SMS72000007072000001","Accommodation and Food Services","Puerto Rico"
"SMS72000008000000001","Other Services","Puerto Rico"
"SMS72000009000000001","Government","Puerto Rico"
"SMS72000009091000001","Federal Government","Puerto Rico"
"SMS72000009092000001","State Government","Puerto Rico"
"SMS72000009093000001","Local Government","Puerto Rico"
"SMS37000000000000001","Total Nonfarm","North Carolina"
"SMS37000000500000001","Total Private","North Carolina"
"SMS37000000600000001","Goods Producing","North Carolina"
"SMS37000000700000001","Service-Providing","North Carolina"
"SMS37000000800000001","Private Service Providing","North Carolina"
"SMS37000001000000001","Mining and Logging","North Carolina"
"SMS37000001500000001","Mining, Logging and Construction","North Carolina"
"SMS37000002000000001","Construction","North Carolina"
"SMS37000003000000001","Manufacturing","North Carolina"
"SMS37000003100000001","Durable Goods","North Carolina"
"SMS37000003200000001","Non-Durable Goods","North Carolina"
"SMS37000004000000001","Trade, Transportation, and Utilities","North Carolina"
"SMS37000004100000001","Wholesale Trade","North Carolina"
"SMS37000004200000001","Retail Trade","North Carolina"
"SMS37000004300000001","Transportation, Warehousing, and Utilities","North Carolina"
"SMS37000005000000001","Information","North Carolina"
"SMS37000005500000001","Financial Activities","North Carolina"
"SMS37000005552000001","Finance and Insurance","North Carolina"
"SMS37000005553000001","Real Estate and Rental and Leasing","North Carolina"
"SMS37000006000000001","Professional and Business Services","North Carolina"
"SMS37000006054000001","Professional, Scientific, and Technical Services","North Carolina"
"SMS37000006055000001","Management of Companies and Enterprises","North Carolina"
"SMS37000006056000001","Administrative and Support and Waste Management and Remediation Services","North Carolina"
"SMS37000006500000001","Education and Health Services","North Carolina"
"SMS37000006561000001","Educational Services","North Carolina"
"SMS37000006562000001","Health Care and Social Assistance","North Carolina"
"SMS37000007000000001","Leisure and Hospitality","North Carolina"
"SMS37000007071000001","Arts, Entertainment, and Recreation","North Carolina"
"SMS37000007072000001","Accommodation and Food Services","North Carolina"
"SMS37000008000000001","Other Services","North Carolina"
"SMS37000009000000001","Government","North Carolina"
"SMS37000009091000001","Federal Government","North Carolina"
"SMS37000009092000001","State Government","North Carolina"
"SMS37000009093000001","Local Government","North Carolina"
"SMS22000000000000001","Total Nonfarm","Louisiana"
"SMS22000000500000001","Total Private","Louisiana"
"SMS22000000600000001","Goods Producing","Louisiana"
"SMS22000000700000001","Service-Providing","Louisiana"
"SMS22000000800000001","Private Service Providing","Louisiana"
"SMS22000001000000001","Mining and Logging","Louisiana"
"SMS22000001500000001","Mining, Logging and Construction","Louisiana"
"SMS22000002000000001","Construction","Louisiana"
"SMS22000003000000001","Manufacturing","Louisiana"
"SMS22000003100000001","Durable Goods","Louisiana"
"SMS22000003200000001","Non-Durable Goods","Louisiana"
"SMS22000004000000001","Trade, Transportation, and Utilities","Louisiana"
"SMS22000004100000001","Wholesale Trade","Louisiana"
"SMS22000004200000001","Retail Trade","Louisiana"
"SMS22000004300000001","Transportation, Warehousing, and Utilities","Louisiana"
"SMS22000005000000001","Information","Louisiana"
"SMS22000005500000001","Financial Activities","Louisiana"
"SMS22000005553000001","Real Estate and Rental and Leasing","Louisiana"
"SMS22000006000000001","Professional and Business Services","Louisiana"
"SMS22000006054000001","Professional, Scientific, and Technical Services","Louisiana"
"SMS22000006055000001","Management of Companies and Enterprises","Louisiana"
"SMS22000006056000001","Administrative and Support and Waste Management and Remediation Services","Louisiana"
"SMS22000006500000001","Education and Health Services","Louisiana"
"SMS22000006561000001","Educational Services","Louisiana"
"SMS22000006562000001","Health Care and Social Assistance","Louisiana"
"SMS22000007000000001","Leisure and Hospitality","Louisiana"
"SMS22000007071000001","Arts, Entertainment, and Recreation","Louisiana"
"SMS22000007072000001","Accommodation and Food Services","Louisiana"
"SMS22000008000000001","Other Services","Louisiana"
"SMS22000009000000001","Government","Louisiana"
"SMS22000009091000001","Federal Government","Louisiana"
"SMS22000009092000001","State Government","Louisiana"
"SMS22000009093000001","Local Government","Louisiana"
"SMS49000000000000001","Total Nonfarm","Utah"
"SMS49000000500000001","Total Private","Utah"
"SMS49000000600000001","Goods Producing","Utah"
"SMS49000000700000001","Service-Providing","Utah"
"SMS49000000800000001","Private Service Providing","Utah"
"SMS49000001000000001","Mining and Logging","Utah"
"SMS49000001500000001","Mining, Logging and Construction","Utah"
"SMS49000002000000001","Construction","Utah"
"SMS49000003000000001","Manufacturing","Utah"
"SMS49000003100000001","Durable Goods","Utah"
"SMS49000003200000001","Non-Durable Goods","Utah"
"SMS49000004000000001","Trade, Transportation, and Utilities","Utah"
"SMS49000004100000001","Wholesale Trade","Utah"
"SMS49000004200000001","Retail Trade","Utah"
"SMS49000004300000001","Transportation, Warehousing, and Utilities","Utah"
"SMS49000005000000001","Information","Utah"
"SMS49000005500000001","Financial Activities","Utah"
"SMS49000005552000001","Finance and Insurance","Utah"
"SMS49000005553000001","Real Estate and Rental and Leasing","Utah"
"SMS49000006000000001","Professional and Business Services","Utah"
"SMS49000006054000001","Professional, Scientific, and Technical Services","Utah"
"SMS49000006055000001","Management of Companies and Enterprises","Utah"
"SMS49000006056000001","Administrative and Support and Waste Management and Remediation Services","Utah"
"SMS49000006500000001","Education and Health Services","Utah"
"SMS49000006561000001","Educational Services","Utah"
"SMS49000006562000001","Health Care and Social Assistance","Utah"
"SMS49000007000000001","Leisure and Hospitality","Utah"
"SMS49000007071000001","Arts, Entertainment, and Recreation","Utah"
