"Series ID","Area","Industry","Datatype","Adjustment Method","State"
"SMU47000003133900001","Statewide","Miscellaneous durable goods manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000003231100001","Statewide","Food Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000003231200001","Statewide","Beverage and Tobacco Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000003232200001","Statewide","Paper Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000003232300001","Statewide","Printing and Related Support Activities","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000003232500001","Statewide","Chemical Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000003232600001","Statewide","Plastics and Rubber Products Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004142300001","Statewide","Merchant Wholesalers, Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004142400001","Statewide","Merchant Wholesalers, Nondurable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004142500001","Statewide","Wholesale Electronic Markets and Agents and Brokers","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004244100001","Statewide","Motor Vehicle and Parts Dealers","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004244200001","Statewide","Furniture and Home Furnishings Stores","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004244400001","Statewide","Building Material and Garden Equipment and Supplies Dealers","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004244500001","Statewide","Food and Beverage Stores","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004244600001","Statewide","Health and Personal Care Stores","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004244700001","Statewide","Gasoline Stations","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004244800001","Statewide","Clothing and Clothing Accessories Stores","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004245100001","Statewide","Sporting Goods, Hobby, Musical Instrument, and Book Stores","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004245200001","Statewide","General Merchandise Stores","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004245300001","Statewide","Miscellaneous Store Retailers","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004245400001","Statewide","Nonstore Retailers","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004322000001","Statewide","Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004340008901","Statewide","Transportation and Warehousing","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000004348400001","Statewide","Truck Transportation","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000005000000001","Statewide","Information","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000006561000001","Statewide","Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000006562100001","Statewide","Ambulatory Health Care Services","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000006562200001","Statewide","Hospitals","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000006562300001","Statewide","Nursing and Residential Care Facilities","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000006562400001","Statewide","Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000007072100001","Statewide","Accommodation","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000007072200001","Statewide","Food Services and Drinking Places","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000008000000001","Statewide","Other Services","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000009000000001","Statewide","Government","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000009091000001","Statewide","Federal Government","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000009092000001","Statewide","State Government","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000009092161101","Statewide","State Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000009092200001","Statewide","State Government Excluding Education","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000009093000001","Statewide","Local Government","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000009093161101","Statewide","Local Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMU47000009093200001","Statewide","Local Government excluding Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Tennessee"
"SMS05000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000000500000001","Statewide","Total Private","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000001000000001","Statewide","Mining and Logging","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000002000000001","Statewide","Construction","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000005000000001","Statewide","Information","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000006561000001","Statewide","Educational Services","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000008000000001","Statewide","Other Services","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000009000000001","Statewide","Government","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000009091000001","Statewide","Federal Government","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000009092000001","Statewide","State Government","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMS05000009093000001","Statewide","Local Government","All Employees, In Thousands","Seasonally Adjusted","Arkansas"
"SMU05000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000000500000001","Statewide","Total Private","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000001000000001","Statewide","Mining and Logging","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000002000000001","Statewide","Construction","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000002023800001","Statewide","Specialty Trade Contractors","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000005000000001","Statewide","Information","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000006561000001","Statewide","Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000006562100001","Statewide","Ambulatory Health Care Services","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000006562400001","Statewide","Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000007072100001","Statewide","Accommodation","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000007072200001","Statewide","Food Services and Drinking Places","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000008000000001","Statewide","Other Services","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000009000000001","Statewide","Government","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000009091000001","Statewide","Federal Government","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000009092000001","Statewide","State Government","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000009092161101","Statewide","State Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000009092200001","Statewide","State Government Excluding Education","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000009093000001","Statewide","Local Government","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000009093161101","Statewide","Local Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMU05000009093200001","Statewide","Local Government excluding Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Arkansas"
"SMS39000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000000500000001","Statewide","Total Private","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000001000000001","Statewide","Mining and Logging","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000002000000001","Statewide","Construction","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000005000000001","Statewide","Information","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000006561000001","Statewide","Educational Services","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000008000000001","Statewide","Other Services","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000009000000001","Statewide","Government","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000009091000001","Statewide","Federal Government","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000009092000001","Statewide","State Government","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMS39000009093000001","Statewide","Local Government","All Employees, In Thousands","Seasonally Adjusted","Ohio"
"SMU39000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000000500000001","Statewide","Total Private","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000001000000001","Statewide","Mining and Logging","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000002000000001","Statewide","Construction","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000002023600001","Statewide","Construction of Buildings","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000002023620001","Statewide","Nonresidential Building Construction","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000002023700001","Statewide","Heavy and Civil Engineering Construction","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000002023800001","Statewide","Specialty Trade Contractors","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003132700001","Statewide","Nonmetallic Mineral Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003133100001","Statewide","Primary Metal Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003133200001","Statewide","Fabricated Metal Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003133270001","Statewide","Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003133300001","Statewide","Machinery Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003133350001","Statewide","Metalworking Machinery Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003133400001","Statewide","Computer and Electronic Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003133500001","Statewide","Electrical Equipment, Appliance, and Component Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003133520001","Statewide","Household Appliance Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003133600001","Statewide","Transportation Equipment Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003133610001","Statewide","Motor Vehicle Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003133630001","Statewide","Motor Vehicle Parts Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003133640001","Statewide","Aerospace Product and Parts Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003133700001","Statewide","Furniture and Related Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003231100001","Statewide","Food Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003232300001","Statewide","Printing and Related Support Activities","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003232500001","Statewide","Chemical Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003232600001","Statewide","Plastics and Rubber Products Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003232610001","Statewide","Plastics Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000003232620001","Statewide","Rubber Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004142300001","Statewide","Merchant Wholesalers, Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004142340001","Statewide","Professional and Commercial Equipment and Supplies Merchant Wholesalers","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004142380001","Statewide","Machinery, Equipment, and Supplies Merchant Wholesalers","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004142400001","Statewide","Merchant Wholesalers, Nondurable Goods","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004244100001","Statewide","Motor Vehicle and Parts Dealers","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004244110001","Statewide","Automobile Dealers","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004244200001","Statewide","Furniture and Home Furnishings Stores","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004244400001","Statewide","Building Material and Garden Equipment and Supplies Dealers","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004244410001","Statewide","Building Material and Supplies Dealers","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004244500001","Statewide","Food and Beverage Stores","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004244510001","Statewide","Grocery Stores","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004244600001","Statewide","Health and Personal Care Stores","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004244700001","Statewide","Gasoline Stations","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004244800001","Statewide","Clothing and Clothing Accessories Stores","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004245200001","Statewide","General Merchandise Stores","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004245300001","Statewide","Miscellaneous Store Retailers","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004322000001","Statewide","Utilities","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004340008901","Statewide","Transportation and Warehousing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004348100001","Statewide","Air Transportation","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000004348400001","Statewide","Truck Transportation","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000005000000001","Statewide","Information","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000005051100001","Statewide","Publishing Industries (except Internet)","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000005051700001","Statewide","Telecommunications","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000005552200001","Statewide","Credit Intermediation and Related Activities including Monetary Authorities - Central Bank","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000005552210001","Statewide","Depository Credit Intermediation including Monetary Authorities - Central Bank","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000005552400001","Statewide","Insurance Carriers and Related Activities","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000005552410001","Statewide","Insurance Carriers","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006054110001","Statewide","Legal Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006054120001","Statewide","Accounting, Tax Preparation, Bookkeeping, and Payroll Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006054130001","Statewide","Architectural, Engineering, and Related Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
"SMU39000006054150001","Statewide","Computer Systems Design and Related Services","All Employees, In Thousands","Not Seasonally Adjusted","Ohio"
